1	3142	4002	-	ZYRO0A00132g	ZYRO0A00132g	1
1	4324	5022	+	ZYRO0A00154g	ZYRO0A00154g	1
1	7771	8634	-	ZYRO0A00198g	ZYRO0A00198g	1
1	9173	10243	+	ZYRO0A00220g	ZYRO0A00220g	1
1	11435	12292	-	ZYRO0A00242g	ZYRO0A00242g	1
1	12613	13308	+	ZYRO0A00264g	ZYRO0A00264g	1
1	15089	16114	+	ZYRO0A00286g	ZYRO0A00286g	1
1	16982	18676	-	ZYRO0A00308g	ZYRO0A00308g	1
1	19597	21327	+	ZYRO0A00330g	ZYRO0A00330g	1
1	23054	24706	-	ZYRO0A00374g	ZYRO0A00374g	1
1	25837	26589	-	ZYRO0A00396g	ZYRO0A00396g	1
1	27895	30447	-	ZYRO0A00440g	ZYRO0A00440g	1
1	30948	31589	+	ZYRO0A00462g	ZYRO0A00462g	1
1	31637	33382	-	ZYRO0A00484g	ZYRO0A00484g	1
1	33846	35222	-	ZYRO0A00506g	ZYRO0A00506g	1
1	35425	36963	+	ZYRO0A00528g	ZYRO0A00528g	1
1	36968	37588	-	ZYRO0A00550g	ZYRO0A00550g	1
1	37726	37741	+	ZYRO0A00572g	ZYRO0A00572g	1
1	37823	38292	+	ZYRO0A00572g	ZYRO0A00572g	2
1	38479	41073	+	ZYRO0A00594g	ZYRO0A00594g	1
1	41163	41915	-	ZYRO0A00616g	ZYRO0A00616g	1
1	42373	42786	-	ZYRO0A00638g	ZYRO0A00638g	1
1	43886	44092	-	ZYRO0A00682g	ZYRO0A00682g	1
1	44383	45885	-	ZYRO0A00704g	ZYRO0A00704g	1
1	46819	48573	+	ZYRO0A00726g	ZYRO0A00726g	1
1	48973	52695	-	ZYRO0A00748g	ZYRO0A00748g	1
1	53612	54997	-	ZYRO0A00770g	ZYRO0A00770g	1
1	55544	57589	+	ZYRO0A00792g	ZYRO0A00792g	1
1	57722	58657	-	ZYRO0A00814g	ZYRO0A00814g	1
1	58896	60503	-	ZYRO0A00836g	ZYRO0A00836g	1
1	60861	61805	+	ZYRO0A00858g	ZYRO0A00858g	1
1	62129	63444	-	ZYRO0A00880g	ZYRO0A00880g	1
1	63550	63574	-	ZYRO0A00880g	ZYRO0A00880g	2
1	64264	66078	-	ZYRO0A00902g	ZYRO0A00902g	1
1	66827	68146	-	ZYRO0A00924g	ZYRO0A00924g	1
1	68502	69077	-	ZYRO0A00946g	ZYRO0A00946g	1
1	69245	70144	+	ZYRO0A00968g	ZYRO0A00968g	1
1	70521	71861	-	ZYRO0A00990g	ZYRO0A00990g	1
1	72981	74486	+	ZYRO0A01034g	ZYRO0A01034g	1
1	77175	79022	-	ZYRO0A01078g	ZYRO0A01078g	1
1	79473	80402	+	ZYRO0A01100g	ZYRO0A01100g	1
1	81173	82201	+	ZYRO0A01122g	ZYRO0A01122g	1
1	82681	84063	+	ZYRO0A01144g	ZYRO0A01144g	1
1	84426	84608	+	ZYRO0A01166g	ZYRO0A01166g	1
1	84781	85716	+	ZYRO0A01188g	ZYRO0A01188g	1
1	85958	86560	-	ZYRO0A01210g	ZYRO0A01210g	1
1	87135	87833	-	ZYRO0A01232g	ZYRO0A01232g	1
1	88082	90424	-	ZYRO0A01254g	ZYRO0A01254g	1
1	91512	99242	-	ZYRO0A01276g	ZYRO0A01276g	1
1	100488	103553	+	ZYRO0A01298g	ZYRO0A01298g	1
1	103593	104231	-	ZYRO0A01320g	ZYRO0A01320g	1
1	104605	108636	+	ZYRO0A01342g	ZYRO0A01342g	1
1	108841	109413	+	ZYRO0A01364g	ZYRO0A01364g	1
1	110661	113726	+	ZYRO0A01386g	ZYRO0A01386g	1
1	114071	114958	+	ZYRO0A01408g	ZYRO0A01408g	1
1	116475	118121	+	ZYRO0A01430g	ZYRO0A01430g	1
1	119540	120700	+	ZYRO0A01452g	ZYRO0A01452g	1
1	121026	122642	+	ZYRO0A01474g	ZYRO0A01474g	1
1	123559	124797	-	ZYRO0A01496g	ZYRO0A01496g	1
1	125522	126433	+	ZYRO0A01518g	ZYRO0A01518g	1
1	126496	127860	-	ZYRO0A01540g	ZYRO0A01540g	1
1	128145	129998	+	ZYRO0A01562g	ZYRO0A01562g	1
1	130119	132365	-	ZYRO0A01584g	ZYRO0A01584g	1
1	133530	134252	+	ZYRO0A01606g	ZYRO0A01606g	1
1	134352	135293	-	ZYRO0A01628g	ZYRO0A01628g	1
1	135642	136205	+	ZYRO0A01650g	ZYRO0A01650g	1
1	136284	137444	+	ZYRO0A01672g	ZYRO0A01672g	1
1	137498	141925	-	ZYRO0A01694g	ZYRO0A01694g	1
1	142173	143018	-	ZYRO0A01716g	ZYRO0A01716g	1
1	143935	146781	+	ZYRO0A01738g	ZYRO0A01738g	1
1	147401	148399	+	ZYRO0A01760g	ZYRO0A01760g	1
1	148588	149925	-	ZYRO0A01782g	ZYRO0A01782g	1
1	150103	151233	-	ZYRO0A01804g	ZYRO0A01804g	1
1	152134	154248	+	ZYRO0A01848g	ZYRO0A01848g	1
1	154507	156630	-	ZYRO0A01870g	ZYRO0A01870g	1
1	156967	158364	+	ZYRO0A01892g	ZYRO0A01892g	1
1	158403	159509	-	ZYRO0A01914g	ZYRO0A01914g	1
1	159749	162610	+	ZYRO0A01936g	ZYRO0A01936g	1
1	162742	163533	-	ZYRO0A01958g	ZYRO0A01958g	1
1	164037	164255	+	ZYRO0A01980g	ZYRO0A01980g	1
1	164386	166515	-	ZYRO0A02002g	ZYRO0A02002g	1
1	167059	168519	+	ZYRO0A02024g	ZYRO0A02024g	1
1	169587	170582	+	ZYRO0A02068g	ZYRO0A02068g	1
1	171184	172587	-	ZYRO0A02112g	ZYRO0A02112g	1
1	172722	173234	+	ZYRO0A02134g	ZYRO0A02134g	1
1	173407	173880	-	ZYRO0A02156g	ZYRO0A02156g	1
1	176135	176545	-	ZYRO0A02178g	ZYRO0A02178g	1
1	176939	177250	+	ZYRO0A02200g	ZYRO0A02200g	1
1	177325	178869	-	ZYRO0A02222g	ZYRO0A02222g	1
