1	18037	18876	-	A00165	A00165	1
1	19487	21757	-	A00187	A00187	1
1	22260	24440	+	A00209	A00209	1
1	25241	27622	+	A00231	A00231	1
1	27915	28586	-	A00253	A00253	1
1	29069	29869	+	A00275	A00275	1
1	30179	30775	-	A00297	A00297	1
1	30978	32507	+	A00319	A00319	1
1	33056	33625	+	A00341	A00341	1
1	33995	36349	-	A00363	A00363	1
1	37162	40371	-	A00385	A00385	1
1	41556	42320	+	A00407	A00407	1
1	42636	44030	-	A00429	A00429	1
1	47557	50880	+	A00451	A00451	1
1	51137	53497	-	A00473	A00473	1
1	55014	57722	-	A00495	A00495	1
1	58830	62198	+	A00517	A00517	1
1	62416	63225	-	A00539	A00539	1
1	63710	64948	-	A00561	A00561	1
1	65286	67226	+	A00583	A00583	1
1	67281	69203	-	A00605	A00605	1
1	69832	70485	+	A00627	A00627	1
1	70937	71320	+	A00649	A00649	1
1	73333	73623	+	A00715	A00715	1
1	74767	76416	+	A00737	A00737	1
1	77746	81366	+	A00781	A00781	1
1	81425	84913	-	A00803	A00803	1
1	85331	86425	+	A00825	A00825	1
1	86551	87540	-	A00847	A00847	1
1	87841	90396	+	A00869	A00869	1
1	90494	92752	-	A00891	A00891	1
1	92985	97265	+	A00913	A00913	1
1	97372	98052	-	A00935	A00935	1
1	98272	99483	+	A00957	A00957	1
1	100410	100646	-	A00979	A00979	1
1	101642	102301	+	A01001	A01001	1
1	102793	104028	+	A01023	A01023	1
1	104865	106316	-	A01045	A01045	1
1	106866	108791	+	A01067	A01067	1
1	109009	110616	-	A01089	A01089	1
1	111480	111689	+	A01111	A01111	1
1	112037	114442	+	A01133	A01133	1
1	114809	116638	+	A01155	A01155	1
1	117020	119572	+	A01177	A01177	1
1	119731	120042	+	A01193	A01193	1
1	121067	122908	+	A01199	A01199	1
1	125780	126661	+	A01221	A01221	1
1	127506	129101	-	A01243	A01243	1
1	131362	135567	+	A01284	A01284	1
1	136262	137695	+	A01325	A01325	1
1	140305	144693	+	A01366	A01366	1
1	145388	146833	+	A01408	A01408	1
1	147313	149436	+	A01430	A01430	1
1	149750	152194	+	A01452	A01452	1
1	153155	154933	+	A01474	A01474	1
1	155862	156176	-	A01540	A01540	1
1	156340	156342	-	A01540	A01540	2
1	157645	158112	+	A01562	A01562	1
1	158780	159037	+	A01584	A01584	1
1	159192	159914	-	A01606	A01606	1
1	161327	162601	+	A01628	A01628	1
1	163770	164126	+	A01650	A01650	1
1	164836	166920	-	A01672	A01672	1
1	167242	169167	-	A01694	A01694	1
1	169567	170202	+	A01716	A01716	1
1	170940	172349	+	A01738	A01738	1
1	172608	174425	-	A01760	A01760	1
1	175018	176724	-	A01782	A01782	1
1	180180	181871	-	A01804	A01804	1
1	184013	185779	-	A01826	A01826	1
1	187900	190704	-	A01848	A01848	1
1	191335	193719	-	A01870	A01870	1
1	194560	194826	+	A01892	A01892	1
1	195146	206377	+	A01914	A01914	1
1	206981	208201	+	A01958	A01958	1
1	208311	210338	-	A01980	A01980	1
1	210707	211087	-	A02002	A02002	1
1	211829	213901	-	A02024	A02024	1
1	215768	218098	+	A02046	A02046	1
1	218655	220676	-	A02090	A02090	1
1	221288	222934	+	A02112	A02112	1
1	223148	224017	-	A02134	A02134	1
1	224026	224036	+	A02145	A02145	1
1	225280	226444	+	A02145	A02145	2
1	226945	228762	-	A02189	A02189	1
1	229556	231214	-	A02211	A02211	1
1	235820	237469	-	A02233	A02233	1
1	244683	245501	+	A02255	A02255	1
1	248522	249340	+	A02277	A02277	1
1	250851	251690	+	A02299	A02299	1
1	252192	253862	-	A02321	A02321	1
1	254861	255127	+	A02343	A02343	1
1	256250	257581	-	A02365	A02365	1
1	258667	259626	+	A02387	A02387	1
1	260084	261421	-	A02409	A02409	1
1	261812	263575	-	A02431	A02431	1
1	264152	265873	-	A02475	A02475	1
1	266055	268655	+	A02486	A02486	1
1	269090	270040	+	A02508	A02508	1
1	270481	271440	+	A02530	A02530	1
1	271684	272874	-	A02552	A02552	1
1	276915	278054	+	A02574	A02574	1
1	278467	281085	+	A02596	A02596	1
1	281161	281463	-	A02618	A02618	1
1	281637	283403	+	A02629	A02629	1
1	283634	286783	-	A02651	A02651	1
1	287318	288148	-	A02673	A02673	1
1	288373	290448	-	A02695	A02695	1
1	290595	291704	+	A02706	A02706	1
1	291888	292160	+	A02728	A02728	1
1	292470	293759	+	A02750	A02750	1
1	293966	295291	-	A02772	A02772	1
1	295534	295563	+	A02794	A02794	1
1	295751	296371	+	A02794	A02794	2
1	296851	297783	+	A02816	A02816	1
1	297872	300358	-	A02838	A02838	1
1	300736	301944	-	A02860	A02860	1
1	302262	302576	+	A02882	A02882	1
1	302938	304443	+	A02904	A02904	1
1	304789	305775	-	A02926	A02926	1
1	306353	306925	+	A02948	A02948	1
1	307103	308032	-	A02970	A02970	1
1	308689	310062	-	A02992	A02992	1
1	310323	311828	+	A03014	A03014	1
1	312174	312479	+	A03036	A03036	1
1	312728	313000	-	A03051	A03051	1
1	313260	313334	-	A03051	A03051	2
1	313662	316040	+	A03058	A03058	1
1	316567	316806	-	A03080	A03080	1
1	317961	319910	+	A03102	A03102	1
1	320671	320955	+	A03117	A03117	1
1	322253	322666	+	A03117	A03117	2
1	323030	323377	-	A03146	A03146	1
1	324013	324342	+	A03168	A03168	1
1	324581	325306	-	A03190	A03190	1
1	325788	326594	-	A03212	A03212	1
1	328577	331105	+	A03234	A03234	1
1	331579	333465	+	A03256	A03256	1
1	333822	334389	-	A03278	A03278	1
1	335068	335069	-	A03278	A03278	2
1	336117	337583	-	A03300	A03300	1
1	338516	339868	+	A03322	A03322	1
1	340501	342378	+	A03344	A03344	1
1	343987	345759	-	A03366	A03366	1
1	346748	347362	-	A03388	A03388	1
1	348708	349451	+	A03410	A03410	1
1	349884	353339	+	A03432	A03432	1
1	353884	355344	+	A03454	A03454	1
1	355620	357035	-	A03476	A03476	1
1	357639	359678	-	A03498	A03498	1
1	360779	361030	-	A03542	A03542	1
1	361832	364813	-	A03564	A03564	1
1	365127	365696	-	A03586	A03586	1
1	366290	366934	-	A03608	A03608	1
1	369404	372592	-	A03630	A03630	1
1	373100	375301	-	A03652	A03652	1
1	375610	376602	+	A03674	A03674	1
1	377255	378502	+	A03696	A03696	1
1	378874	383832	-	A03718	A03718	1
1	384820	387066	+	A03740	A03740	1
1	387856	388401	-	A03784	A03784	1
1	388858	390270	+	A03806	A03806	1
1	390687	392117	+	A03828	A03828	1
1	392922	394454	-	A03872	A03872	1
1	394613	395029	+	A03883	A03883	1
1	395219	396067	-	A03905	A03905	1
1	397179	398492	+	A03927	A03927	1
1	399220	400026	+	A03949	A03949	1
1	400291	400611	-	A03971	A03971	1
1	400841	400846	+	A03993	A03993	1
1	400992	401804	+	A03993	A03993	2
1	402070	403596	-	A04015	A04015	1
1	404063	405814	-	A04037	A04037	1
1	406133	407488	+	A04059	A04059	1
1	408064	409188	+	A04081	A04081	1
1	409523	410077	+	A04103	A04103	1
1	410626	411423	+	A04125	A04125	1
1	411674	412849	-	A04147	A04147	1
1	413588	415297	-	A04169	A04169	1
1	415933	416202	-	A04191	A04191	1
1	416929	418848	+	A04213	A04213	1
1	419951	422110	+	A04235	A04235	1
1	422355	424289	-	A04257	A04257	1
1	425058	426212	+	A04279	A04279	1
1	426571	427929	-	A04301	A04301	1
1	429121	429771	+	A04323	A04323	1
1	429936	431114	-	A04345	A04345	1
1	431519	431881	-	A04367	A04367	1
1	432158	432191	+	A04389	A04389	1
1	432354	432625	+	A04389	A04389	2
1	433577	435544	+	A04411	A04411	1
1	436143	436925	+	A04433	A04433	1
1	437546	440842	+	A04455	A04455	1
1	442089	444401	+	A04477	A04477	1
1	445085	445333	-	A04499	A04499	1
1	447271	447876	+	A04521	A04521	1
1	448806	449897	+	A04543	A04543	1
1	450575	453700	+	A04565	A04565	1
1	454151	455479	+	A04587	A04587	1
1	456156	457241	+	A04631	A04631	1
1	457590	459218	-	A04653	A04653	1
1	460159	460515	-	A04675	A04675	1
1	461930	462304	+	A04697	A04697	1
1	462716	463513	-	A04719	A04719	1
1	464302	465912	-	A04741	A04741	1
1	467238	469040	+	A04785	A04785	1
1	469655	470452	+	A04807	A04807	1
1	470791	472251	-	A04829	A04829	1
6	701085	701366	+	ABC1	ABC1	1
6	701877	703244	+	ABC1	ABC1	2
10	507316	507573	-	Anc_1.314	Anc_1.314	1
12	871204	871419	+	Anc_1.437	Anc_1.437	1
13	701547	701765	-	Anc_2.291	Anc_2.291	1
12	935434	935649	+	Anc_3.484	Anc_3.484	1
10	97398	97772	-	Anc_5.234	Anc_5.234	1
12	1072242	1072856	+	Anc_5.639	Anc_5.639	1
12	1072860	1073696	+	Anc_5.639	Anc_5.639	2
8	657571	657963	-	Anc_5.707	Anc_5.707	1
7	883468	883653	-	Anc_6.192	Anc_6.192	1
11	1060349	1060567	+	Anc_6.284	Anc_6.284	1
13	1244171	1245754	-	Anc_7.246	Anc_7.246	1
9	350003	350080	-	Anc_7.299	Anc_7.299	1
11	530872	531141	+	Anc_7.453	Anc_7.453	1
6	444512	444691	-	Anc_7.478	Anc_7.478	1
13	1130514	1130699	+	Anc_8.285	Anc_8.285	1
8	571155	571364	+	Anc_8.576	Anc_8.576	1
11	727202	727702	-	Anc_8.793	Anc_8.793	1
