0	61752	63560	-	0.139	0.139	1
0	63594	65507	-	0.139	0.139	2
0	122081	122758	-	0.250	0.250	1
0	130656	132224	+	0.273	0.273	1
0	145676	147175	+	0.307	0.307	1
0	183574	183711	-	0.375	0.375	1
0	183713	185071	-	0.375	0.375	2
0	3786	6155	-	10	10	1
27	154123	154503	+	10000	10000	1
27	156153	158360	-	10004	10004	1
27	156178	156537	+	10005	10005	1
14	151236	151517	+	1001	1001	1
27	158559	161615	-	10012	10012	1
27	160708	161169	+	10017	10017	1
27	161661	161945	-	10019	10019	1
27	161799	162242	+	10020	10020	1
27	162239	162973	-	10021	10021	1
27	163553	164044	-	10024	10024	1
27	164287	164703	+	10027	10027	1
27	164514	164888	-	10028	10028	1
27	164875	165078	+	10029	10029	1
14	151543	151824	-	1003	1003	1
27	165514	166389	+	10030	10030	1
27	167504	167974	-	10034	10034	1
27	168252	169256	+	10037	10037	1
27	169302	173156	-	10039	10039	1
14	151763	152737	+	1004	1004	1
27	169843	170133	+	10041	10041	1
27	171114	171491	+	10045	10045	1
27	171880	172449	+	10049	10049	1
27	173850	175001	+	10053	10053	1
27	174381	175079	-	10055	10055	1
27	174650	175045	-	10056	10056	1
27	175375	175548	-	10058	10058	1
14	153095	154273	+	1006	1006	1
27	176672	178273	-	10062	10062	1
27	177223	177552	-	10065	10065	1
27	177407	177613	+	10066	10066	1
27	177588	177962	+	10067	10067	1
27	178833	178832	+	10068	10068	1
27	179268	180887	-	10069	10069	1
27	179495	179779	+	10071	10071	1
27	181063	182952	+	10075	10075	1
27	182021	182263	-	10076	10076	1
27	182973	184769	-	10077	10077	1
27	183100	183300	+	10078	10078	1
27	184280	184636	+	10079	10079	1
27	184339	184779	+	10080	10080	1
27	185971	186210	+	10082	10082	1
27	186592	187749	+	10084	10084	1
27	187008	187550	-	10086	10086	1
27	188480	189976	+	10088	10088	1
27	190216	190650	+	10092	10092	1
27	191872	192165	-	10094	10094	1
27	192352	193374	+	10096	10096	1
14	154514	156049	-	1010	1010	1
27	193805	193987	-	10100	10100	1
27	194476	194766	-	10101	10101	1
27	194600	195376	-	10102	10102	1
27	196283	197272	-	10104	10104	1
27	198949	199428	+	10110	10110	1
27	198988	199212	-	10111	10111	1
27	199684	202098	+	10114	10114	1
27	201260	201556	-	10118	10118	1
27	202178	202978	-	10122	10122	1
27	203459	203629	+	10126	10126	1
27	203860	204255	-	10128	10128	1
27	204406	205959	+	10129	10129	1
27	204833	205126	+	10131	10131	1
27	205421	205753	+	10133	10133	1
27	206118	206372	+	10135	10135	1
27	207019	208566	+	10136	10136	1
27	209107	210723	+	10143	10143	1
27	210956	212365	+	10146	10146	1
27	211596	211835	+	10147	10147	1
27	211884	212219	+	10148	10148	1
27	214432	214653	+	10149	10149	1
14	157293	158093	+	1015	1015	1
27	214811	215143	-	10150	10150	1
27	215990	216643	+	10151	10151	1
27	216695	217840	-	10152	10152	1
27	216927	217214	+	10153	10153	1
27	219756	220109	-	10155	10155	1
27	219928	221358	-	10157	10157	1
27	220324	220473	+	10158	10158	1
27	220987	221136	+	10159	10159	1
14	157508	157750	+	1016	1016	1
27	224086	224559	+	10164	10164	1
27	224798	225562	+	10166	10166	1
27	225940	226797	+	10167	10167	1
14	157834	158124	+	1017	1017	1
27	227197	228078	-	10170	10170	1
27	228849	231686	+	10174	10174	1
27	230930	231232	-	10179	10179	1
14	158280	159419	-	1018	1018	1
27	232448	232660	+	10182	10182	1
27	232836	235064	+	10183	10183	1
27	233493	233765	-	10185	10185	1
27	234107	234391	-	10188	10188	1
14	159934	162870	+	1019	1019	1
27	235124	235951	-	10190	10190	1
27	236140	236736	-	10191	10191	1
27	236149	236532	+	10193	10193	1
27	237012	237215	-	10196	10196	1
27	238096	239814	+	10199	10199	1
0	49440	49697	+	102	102	1
27	239835	241319	-	10204	10204	1
27	241628	241882	+	10209	10209	1
27	241952	242788	-	10210	10210	1
27	241971	242309	+	10211	10211	1
27	243200	246010	-	10213	10213	1
27	243249	243626	+	10214	10214	1
27	246213	247715	+	10219	10219	1
27	246530	246931	-	10221	10221	1
27	247941	248252	-	10222	10222	1
27	248037	249677	+	10224	10224	1
27	249716	250480	-	10227	10227	1
27	250023	250553	+	10229	10229	1
27	251015	254644	+	10232	10232	1
27	251120	251452	-	10233	10233	1
27	253246	253491	-	10235	10235	1
27	255440	258184	+	10239	10239	1
14	162941	163216	+	1024	1024	1
27	257964	258245	+	10243	10243	1
27	259090	260637	+	10245	10245	1
27	260882	261901	-	10246	10246	1
27	261059	261301	+	10248	10248	1
14	162978	163436	-	1025	1025	1
27	264291	265280	-	10255	10255	1
27	265612	267474	-	10258	10258	1
27	267266	267478	+	10259	10259	1
27	268744	270975	-	10263	10263	1
27	270521	270868	+	10269	10269	1
27	271377	271799	-	10271	10271	1
27	271405	273060	-	10272	10272	1
27	273277	274416	-	10275	10275	1
27	273374	273589	+	10276	10276	1
27	273465	273641	-	10277	10277	1
14	163978	166020	+	1028	1028	1
27	274416	274691	-	10281	10281	1
27	275677	276564	+	10286	10286	1
27	275933	276364	+	10288	10288	1
14	163995	164204	-	1029	1029	1
27	276402	276665	+	10290	10290	1
27	276771	277676	+	10292	10292	1
27	276935	277309	-	10293	10293	1
27	277889	278164	-	10297	10297	1
27	277926	280574	+	10298	10298	1
27	280650	281144	-	10303	10303	1
27	281378	281650	-	10307	10307	1
27	282679	283017	+	10311	10311	1
27	283532	284479	+	10314	10314	1
27	283960	284424	+	10316	10316	1
27	284806	287583	+	10318	10318	1
27	286267	286506	-	10323	10323	1
27	287481	287951	-	10326	10326	1
27	287686	288069	+	10328	10328	1
27	289463	289729	-	10331	10331	1
27	289484	290620	+	10332	10332	1
27	290716	291657	-	10333	10333	1
27	292069	292743	+	10337	10337	1
27	293124	293891	-	10341	10341	1
27	294120	295265	+	10342	10342	1
27	295230	298670	-	10345	10345	1
27	297348	297545	+	10350	10350	1
27	298957	299631	-	10353	10353	1
27	300352	300567	+	10356	10356	1
27	300758	301030	+	10357	10357	1
27	301051	302517	+	10358	10358	1
14	166364	166777	+	1036	1036	1
27	303366	303638	-	10363	10363	1
27	303432	304763	+	10364	10364	1
27	304808	309667	-	10365	10365	1
14	166486	166782	-	1037	1037	1
27	308739	308975	+	10370	10370	1
27	309051	309308	+	10371	10371	1
27	310602	311537	-	10372	10372	1
27	311181	311336	+	10374	10374	1
27	312024	312305	-	10375	10375	1
27	312067	314772	-	10376	10376	1
27	312133	312471	+	10377	10377	1
27	313451	313744	+	10379	10379	1
27	314335	314751	+	10381	10381	1
27	315778	317202	+	10384	10384	1
27	317980	319590	+	10385	10385	1
27	318835	319116	-	10387	10387	1
27	319702	320286	-	10388	10388	1
14	166766	167041	-	1039	1039	1
27	320474	321001	-	10390	10390	1
27	321074	322009	-	10391	10391	1
27	322263	325622	+	10393	10393	1
27	322482	322697	-	10394	10394	1
27	324681	324959	-	10400	10400	1
27	325855	326436	-	10401	10401	1
27	325921	326382	+	10402	10402	1
27	326527	327594	-	10403	10403	1
27	327769	332025	+	10404	10404	1
27	330015	330308	-	10407	10407	1
14	167763	168455	+	1041	1041	1
27	332591	334240	+	10411	10411	1
27	334852	337164	+	10415	10415	1
27	337699	338601	+	10419	10419	1
14	168504	171242	-	1042	1042	1
27	339307	339489	+	10422	10422	1
27	340807	341823	+	10428	10428	1
14	168769	169002	+	1043	1043	1
27	341866	342591	-	10430	10430	1
27	342780	343928	+	10433	10433	1
27	343085	343273	+	10435	10435	1
27	344084	344476	+	10437	10437	1
27	344503	346212	-	10438	10438	1
27	347585	348421	+	10444	10444	1
27	347978	348154	-	10446	10446	1
27	348015	348407	+	10447	10447	1
27	348280	348525	-	10448	10448	1
27	349657	350127	+	10450	10450	1
27	350537	350755	-	10451	10451	1
27	350561	352294	+	10452	10452	1
27	352627	352941	+	10456	10456	1
14	169678	169998	+	1046	1046	1
27	353175	353624	+	10460	10460	1
27	354071	354979	-	10467	10467	1
27	354250	354543	-	10468	10468	1
14	170135	170548	-	1047	1047	1
27	355377	355547	-	10473	10473	1
27	356398	356565	-	10476	10476	1
27	358195	361893	+	10482	10482	1
27	361049	361273	-	10488	10488	1
27	361880	362131	-	10489	10489	1
27	363797	364678	+	10494	10494	1
27	363875	364117	-	10495	10495	1
27	366136	366357	-	10499	10499	1
27	366165	368300	-	10500	10500	1
27	367099	367326	+	10503	10503	1
27	369095	370201	+	10507	10507	1
27	369140	369415	-	10508	10508	1
27	370427	372283	+	10509	10509	1
27	371694	371990	-	10511	10511	1
27	372316	375018	-	10513	10513	1
27	374327	374587	+	10517	10517	1
14	173440	173784	+	1052	1052	1
27	375452	375721	+	10520	10520	1
27	375501	376067	-	10521	10521	1
27	375934	376113	+	10522	10522	1
27	376125	376448	-	10523	10523	1
27	376296	377012	+	10524	10524	1
27	377150	377896	-	10527	10527	1
14	173819	175597	-	1053	1053	1
27	378112	378540	-	10530	10530	1
27	378461	379393	-	10531	10531	1
27	378671	379372	+	10532	10532	1
27	379555	380079	+	10534	10534	1
27	380329	380532	+	10536	10536	1
27	380769	382577	+	10538	10538	1
27	380786	381169	-	10539	10539	1
14	173961	174188	+	1054	1054	1
27	382102	382344	+	10540	10540	1
27	382847	384622	+	10541	10541	1
27	384876	385787	-	10543	10543	1
27	386065	386673	+	10545	10545	1
27	386744	387058	-	10546	10546	1
27	387309	387593	-	10549	10549	1
14	175726	176373	+	1055	1055	1
27	387659	388666	-	10550	10550	1
27	390650	391705	-	10552	10552	1
27	392111	392419	+	10556	10556	1
27	392965	393162	+	10558	10558	1
27	393264	394475	+	10559	10559	1
27	394657	394836	-	10564	10564	1
27	394673	396271	+	10565	10565	1
27	396401	397894	-	10569	10569	1
14	176431	177198	-	1057	1057	1
27	398234	398824	-	10572	10572	1
27	399825	402872	-	10573	10573	1
27	400675	400980	+	10577	10577	1
27	403249	406713	-	10581	10581	1
27	404150	404443	+	10583	10583	1
14	177397	177939	+	1059	1059	1
27	407375	410320	-	10591	10591	1
27	410473	412632	-	10595	10595	1
27	412993	414219	-	10598	10598	1
14	177565	178227	-	1060	1060	1
27	415538	416173	+	10602	10602	1
27	415816	416130	+	10603	10603	1
27	416254	419106	-	10604	10604	1
27	416822	417124	+	10608	10608	1
14	177824	178129	+	1061	1061	1
27	418904	419182	+	10615	10615	1
27	419288	419524	-	10616	10616	1
27	419502	421916	+	10617	10617	1
27	424113	427541	-	10623	10623	1
27	424737	425012	+	10626	10626	1
14	178819	179094	-	1063	1063	1
27	427022	427207	-	10632	10632	1
27	427694	427990	-	10634	10634	1
27	429120	429398	-	10635	10635	1
27	429223	430869	+	10636	10636	1
27	429629	429793	+	10637	10637	1
14	178979	179467	+	1064	1064	1
27	430612	430896	-	10640	10640	1
27	431366	432496	+	10641	10641	1
27	432707	433489	-	10642	10642	1
27	432960	433232	+	10643	10643	1
27	433603	434793	-	10646	10646	1
27	433814	434116	+	10647	10647	1
27	434160	434345	-	10648	10648	1
27	434250	434618	+	10649	10649	1
14	179517	180428	-	1065	1065	1
27	435248	437554	-	10652	10652	1
27	435513	435788	+	10653	10653	1
27	437681	439069	-	10657	10657	1
27	438410	438724	+	10659	10659	1
27	441630	443591	-	10664	10664	1
27	443281	443637	+	10666	10666	1
27	443355	443627	+	10667	10667	1
27	443685	444065	-	10668	10668	1
27	444007	444444	-	10669	10669	1
14	179915	180187	+	1067	1067	1
27	446543	447259	+	10675	10675	1
27	447518	448918	+	10676	10676	1
27	447937	448194	-	10678	10678	1
27	447960	448376	+	10679	10679	1
14	180118	180495	+	1068	1068	1
27	449119	449730	-	10683	10683	1
27	450846	451241	+	10688	10688	1
27	451290	451478	-	10689	10689	1
14	180944	181501	+	1069	1069	1
27	452774	454039	-	10694	10694	1
27	453590	453868	+	10696	10696	1
14	181027	181242	+	1070	1070	1
27	454161	454316	-	10700	10700	1
27	454228	454743	+	10701	10701	1
27	455802	457205	+	10702	10702	1
27	455855	456322	-	10703	10703	1
27	456609	456824	-	10706	10706	1
27	457482	458513	+	10707	10707	1
27	458902	467241	-	10709	10709	1
